#bf edge,        n_deaths,        n_detachments,   n_replications,  
0,               7,               7,               0                
0,               5,               6,               0                
0,               6,               5,               0                
0,               0,               9,               0                
0,               6,               5,               0                
0,               6,               3,               0                
0,               6,               9,               0                
0,               5,               5,               0                
